row ID,row m/z,row retention time,C7.mzML Peak area,C8.mzML Peak area,C9.mzML Peak area,C10.mzML Peak area,C11.mzML Peak area,C12.mzML Peak area,C13.mzML Peak area,C14.mzML Peak area,C15.mzML Peak area
5070,411.3467182,29.717852,0,0,0,0,4386219.5,1.04E+07,807870.06,0,0
695,303.1701547,15.139494,3416018,0,0,0,0,0,0,0,0
1018,607.3815852,16.265017,5876113,1176971,1132534.5,691779.7,167152.89,0,0,0,0
643,281.1286089,14.862179,555549.25,1133518,0,0,0,0,0,0,0
500,272.2584476,13.406654,514166.2,762537.44,2094414.9,2047537.1,2093028.5,1766258.6,1673292.4,1061296.5,1098164.1
4279,934.6661658,27.187263,0,0,9671067,1.03E+07,4033398.8,0,0,0,0
4554,353.3047994,27.982382,0,0,0,150168.9,2993905.8,2821011.2,0,0,0
469,235.0867842,12.94674,780344.94,334147.2,0,0,0,0,0,0,0
548,327.0976294,13.918459,1412210,0,0,0,0,0,0,0,0
3583,203.1066748,25.181387,0,0,2413364.8,9774061,1137458.4,0,0,0,0
1432,735.4282492,17.488935,2525131.8,0,0,0,0,0,0,0,0
2725,272.2221203,22.036293,0,1396765.5,1269679.1,0,0,0,0,0,0
5269,398.3626451,30.700453,0,0,0,0,3582296.2,2.98E+07,5168318.5,564592.4,0
1594,298.1074687,18.01271,1246797.1,1811626.9,0,0,0,0,0,0,0
3389,906.6351798,24.54082,0,4155949,6757017.5,1114026.1,0,0,0,0,0
1857,335.2793621,18.929354,494808.72,1967065.8,523654.72,0,0,0,0,0,0
2840,478.2931126,22.487997,0,673615.6,2186802,1356420,0,0,0,0,0
3172,132.1019455,23.659248,0,302847.1,2650080,533944.8,0,0,0,0,0
3264,470.3503459,24.052195,0,2.23E+07,1.59E+07,3943117.8,0,0,0,0,0
1071,203.1796755,16.509943,1664276.5,614003.8,0,0,0,0,0,0,0
3874,616.4444576,25.957804,0,1.37E+07,2.30E+07,7428314,1328266.8,0,0,0,0
3001,600.4315003,22.989912,0,3.15E+07,3.67E+07,4916458,0,0,0,0,0
170,186.0915925,7.387374,0,173512.31,705894.06,625246.94,107776.7,0,0,0,0
1239,341.2300419,16.959782,1122445.9,1186382.8,0,0,0,0,0,0,0
3769,619.3812976,25.67855,0,0,3824621,5825643,0,0,0,0,0
4630,529.8621406,28.216217,0,0,2204434.5,2911654,1105658,0,0,0,0
4328,379.3205713,27.322618,0,0,0,3150971.8,7071600.5,1320206.5,0,0,0
